Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"Rukayatu ""Ruky"" Abdulai",F,22.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,
Mona Ahmad Abdulaziz Hassanein,F,26.0,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Individual",
Ahmed Abdulkareem Ahmed,M,20.0,Iraq,IRQ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,
Ahmad Hassan Abdullah,M,27.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",
Aquil Hashim Abdullah (Shumate-),M,31.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,
Wan Azlan Abdullah,M,25.0,Malaysia,MAS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,
Abdulqdir Abdullayev,M,28.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,
Arif Yadulla Abdullayev,M,32.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",
Mukhammad Kadyr Abdullayev,M,26.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Gold
Muminzhon Abdullayev,M,22.0,Uzbekistan,UZB,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
Muminzhon Abdullayev,M,26.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
Namiq Yadulla Abdullayev,M,29.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Namiq Yadulla Abdullayev,M,33.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",
Laye Abdullayeva,F,21.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",
lqar Abdulov,M,27.0,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Abir Abdulrahman Khalil Mahmoud Khalil,F,16.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,
Abir Abdulrahman Khalil Mahmoud Khalil,F,20.0,Egypt,EGY,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Heavyweight,
Amer Abdulrahman Abdallah Hussain Al-Hammadi,M,23.0,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Omar Abdulrahman Ahmad Al-Raaqi Al-Amoudi,M,20.0,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Shaza Yahia Nazih Abdulrahman El-Sayed,F,15.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
Shaza Yahia Nazih Abdulrahman El-Sayed,F,19.0,Egypt,EGY,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Shaza Yahia Nazih Abdulrahman El-Sayed,F,19.0,Egypt,EGY,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Waheed Abdulridha Waheed Karaawi,M,33.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
Mohamed Abdultwab Ibrahim Abd El-Baki,M,21.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Featherweight,
Mohamed Abdultwab Ibrahim Abd El-Baki,M,25.0,Egypt,EGY,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,
Julius Shareef Abdur-Rahim,M,23.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
Sherzod Abdurahmonov,M,22.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Middleweight,
Rasul Abduraim,M,19.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,
Rasul Abduraim,M,23.0,Kyrgyzstan,KGZ,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,
Bekzod Makhamadzhonovich Abdurakhmonov,M,26.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
Mukhamadmurod Abdurakhmonov,M,29.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
Adlan Aliyevich Abdurashidov,M,26.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
Yusup Abdusalomov,M,26.0,Tajikistan,TJK,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",
Yusup Abdusalomov,M,30.0,Tajikistan,TJK,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
Yusup Abdusalomov,M,34.0,Tajikistan,TJK,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
Andrey Khakimovich Abduvaliyev,M,34.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,
Aybek Abdymomunov,M,18.0,Kyrgyzstan,KGZ,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,
Shinnosuke Abe,M,21.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
Shinnosuke Abe,M,29.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,
Yoshiyuki Abe,M,31.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
Yuki Abe,M,22.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
Soha Abed Elaal,F,35.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,
Mojtaba Abedini Shormasti,M,27.0,Iran,IRI,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Sabre, Individual",
Mojtaba Abedini Shormasti,M,31.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
Sonia Abejn Esteban,F,19.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Brooke Abel,F,20.0,United States,USA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
Jennifer Abel,F,16.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,
Jennifer Abel,F,20.0,Canada,CAN,2012 Summer,2012,Summer,London,Diving,Diving Women's Springboard,
Jennifer Abel,F,20.0,Canada,CAN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Bronze
Jennifer Abel,F,24.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
Jennifer Abel,F,24.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,
Katja Abel,F,25.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,
Katja Abel,F,25.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,
Katja Abel,F,25.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,
Katja Abel,F,25.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
Katja Abel,F,25.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
Mara Abel Diguez,F,25.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",
Mara Abel Diguez,F,29.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,
Yaritza Abel Rojas,F,28.0,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,
Arthur Abele,M,22.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,
Arthur Abele,M,30.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
Jos Javier Abella Fanjul,M,22.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
Gezahgne Abera,M,22.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold
Tesfaye Abera Dibaba,M,24.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
Mohamed Aberhoune,M,23.0,Morocco,MAR,2012 Summer,2012,Summer,London,Football,Football Men's Football,
"Julianne ""Anne"" Abernathy",F,48.0,United States Virgin Islands,ISV,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Women's Singles,
Michael Brent Abernathy,M,22.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
Elvan Abeylegesse,F,21.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
Elvan Abeylegesse,F,21.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",
Elvan Abeylegesse,F,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver
Elvan Abeylegesse,F,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",
Ruwani Abeymanne,F,30.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",
Ruwani Abeymanne,F,30.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
Matthew Duncan Abeysinghe,M,20.0,Sri Lanka,SRI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
Narek Abgaryan,M,24.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,
Koutoua Francis Abia,M,42.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
Koutoua Francis Abia,M,42.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
Pablo Abin Vicen,M,23.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Singles,
Pablo Abin Vicen,M,27.0,Spain,ESP,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,
Pablo Abin Vicen,M,31.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
Sagat Abikeyeva,F,27.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Heavyweight,
Mitsuhiro Abiko,M,19.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
Tomomi Abiko,F,24.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,
"Catherine ""Kate"" Abilla Awino",F,27.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
Camille Anne Franoise Abily,F,27.0,France,FRA,2012 Summer,2012,Summer,London,Football,Football Women's Football,
Camille Anne Franoise Abily,F,31.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
Endurance Abinuwa,F,24.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Bode Abiodun,M,35.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,
Inga Eduardovna Abitova,F,26.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",
Ceyhun Abiyev,M,29.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,
Diana Monteiro Abla,F,21.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
Enver Nazymovych Ablaiev,M,22.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Enver Nazymovych Ablaiev,M,26.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Enver Nazymovych Ablaiev,M,30.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
Thorine Christelle Aboa Mbeza,F,23.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
Bukola Dammy Abogunloko,F,17.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Agnese boltia,F,17.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,
Agnese boltia,F,17.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
Agnese boltia,F,17.0,Latvia,LAT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,
"Matthew ""Matt"" Abood",M,30.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
"Matthew ""Matt"" Abood",M,30.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Abdelhalim Muhammad Abou,M,27.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
Ashraf Abou El-Hassan,M,25.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
Ashraf Abou El-Hassan,M,33.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
Ashraf Abou El-Hassan,M,41.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
Magdy Abou El-Magd,M,27.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,
Mohamed Moustafa Abou Elea,M,20.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
Zaid Abou Hamed,M,30.0,Syria,SYR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
Zakaria Aboub,M,20.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
Ibrahim Mohamedin Aboubaker,M,21.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
Ibrahim Mohamedin Aboubaker,M,25.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,
Rabah Aboud,M,31.0,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",
Mamdouh Taha Al-Husseini Abouebaid,M,28.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21.0,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21.0,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
El-Sayed Aboumedan,M,26.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,
Sdonoud Janvier Abouta,M,23.0,Mali,MLI,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
Mohamed Mohamed Mohamed Aboutrika,M,33.0,Egypt,EGY,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Melita Isidora Abraham Schssler,F,19.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
Tadesse Abraham,M,33.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
Ara Abrahamian,M,25.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Ara Abrahamian,M,29.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
Ara Abrahamian,M,33.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
Clyde Abrahams,M,29.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
Iason Abramashvili,M,17.0,Georgia,GEO,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Iason Abramashvili,M,17.0,Georgia,GEO,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,
Iason Abramashvili,M,21.0,Georgia,GEO,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Iason Abramashvili,M,21.0,Georgia,GEO,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,
Iason Abramashvili,M,25.0,Georgia,GEO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
Iason Abramashvili,M,25.0,Georgia,GEO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,
Oleksandr Volodymyrovych Abramenko,M,17.0,Ukraine,UKR,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Oleksandr Volodymyrovych Abramenko,M,21.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Oleksandr Volodymyrovych Abramenko,M,25.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Aerials,
Yevgeny Sergeyevich Abramenko,M,22.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,
Yevgeny Sergeyevich Abramenko,M,22.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
Yevgeny Sergeyevich Abramenko,M,22.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,
Yevgeny Sergeyevich Abramenko,M,22.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Yevgeny Sergeyevich Abramenko,M,26.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,
Yevgeny Sergeyevich Abramenko,M,26.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,
Yevgeny Sergeyevich Abramenko,M,26.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
Yevgeny Sergeyevich Abramenko,M,26.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,
Yevgeny Sergeyevich Abramenko,M,26.0,Belarus,BLR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Andrey Viktorovich Abramov,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
Andrey Viktorovich Abramov,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,
Pavel Sergeyevich Abramov,M,25.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
Yekaterina Konstantinovna Abramova,F,23.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 1,000 metres",
Yekaterina Konstantinovna Abramova,F,23.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 1,500 metres",
Yekaterina Konstantinovna Abramova,F,23.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
Yekaterina Konstantinovna Abramova,F,27.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 1,500 metres",
Alen Abramovi,M,29.0,Croatia,CRO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,
Alen Abramovi,M,29.0,Croatia,CRO,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
Dmitry Vladimirovich Abramovich,M,27.0,Russia-2,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,
Dmitry Vladimirovich Abramovich,M,27.0,Russia-1,RUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
Aliyah Abrams,F,19.0,Guyana,GUY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,
Benik Abramyan,M,31.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,
Arnaldo Lus Isaas Abrantes,M,21.0,Portugal,POR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Arnaldo Lus Isaas Abrantes,M,25.0,Portugal,POR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Amir Abrashi,M,22.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Football,Football Men's Football,
Pawe Abratkiewicz,M,31.0,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,Speed Skating Men's 500 metres,
Pawe Abratkiewicz,M,31.0,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",
Diogo Ferreira Tribolet de Abreu,M,22.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,
Glauclio Serro Abreu,M,26.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Middleweight,
Morais Santos Abreu,M,40.0,Angola,ANG,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
rika Abril Surez,F,34.0,Colombia,COL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,
rika Abril Surez,F,38.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
Laura Valentina Abril Restrepo,F,22.0,Colombia,COL,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",
"Alejandro ""lex"" Abrines Redondo",M,23.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Bourhan Abro,M,21.0,Djibouti,DJI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
Anastasiya Aleksandrovna Abrosimova,F,26.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
